"","data","tipo_divida","Credor_completo","contrato","tipo_credor","mutuario","tipo_mutuario","Status","valor","mes","ano","mes_ano","data_mes","Credor","pos_ini_mutuario","pos_ini_Credor","pos_ini_tipo_divida","pos_ini_ano"
"109",2016-11-22,"Externa","Corporacão Andina de Fomento","CFA007996","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",20652988.83,"11",2016,"201611",2016-11-01,"CAF",1820612867.06,118801897.07,559160860.74,1970971196.04
"110",2016-11-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8209239.28,"11",2016,"201611",2016-11-01,"Caixa Econômica",1841265855.89,442495540.87,1411810335.3,1991624184.87
"111",2016-12-05,"Externa","Corporacão Andina de Fomento","CFA008002","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",32426059.72,"12",2016,"201612",2016-12-01,"CAF",1849475095.17,139454885.9,579813849.57,1999833424.15
"112",2016-12-06,"Externa","Corporacão Andina de Fomento","CFA007949","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",186325672.12,"12",2016,"201612",2016-12-01,"CAF",1881901154.89,171880945.62,612239909.29,2032259483.87
"113",2016-12-08,"Externa","Corporacão Andina de Fomento","CFA007948","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",12398937.96,"12",2016,"201612",2016-12-01,"CAF",2068226827.01,358206617.74,798565581.41,2218585155.99
"114",2016-12-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2194644.39,"12",2016,"201612",2016-12-01,"Caixa Econômica",10925413.89,450704780.15,1420019574.58,2230984093.95
"115",2016-12-15,"Externa","BID","BID2411/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4483884.27,"12",2016,"201612",2016-12-01,"BID",2080625764.97,85402307.91,810964519.37,2233178738.34
"116",2016-12-15,"Externa","BID","BID2646/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5442495.92,"12",2016,"201612",2016-12-01,"BID",2085109649.24,89886192.18,815448403.64,2237662622.61
"117",2016-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5412154.09,"12",2016,"201612",2016-12-01,"BNDES",2090552145.16,321881939.71,1422214218.97,2243105118.53
"118",2016-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",29828651.04,"12",2016,"201612",2016-12-01,"BNDES",2095964299.25,327294093.8,1427626373.06,2248517272.62
"119",2016-12-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9513263.89,"12",2016,"201612",2016-12-01,"Banco do Brasil",2125792950.29,464416015.37,1457455024.1,2278345923.66
"120",2016-12-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8827402.61,"12",2016,"201612",2016-12-01,"Caixa Econômica",2135306214.18,452899424.54,1466968287.99,2287859187.55
"121",2016-12-15,"Interna","Banco do Brasil S/A","BB - 2012735","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",160777260.35,"12",2016,"201612",2016-12-01,"Banco do Brasil",2144133616.79,473929279.26,1475795690.6,2296686590.16
"122",2016-12-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2542000.4,"12",2016,"201612",2016-12-01,"Caixa Econômica",2304910877.14,461726827.15,1636572950.95,2457463850.51
"123",2016-12-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",843165.93,"12",2016,"201612",2016-12-01,"Caixa Econômica",2307452877.54,464268827.55,1639114951.35,2460005850.91
"124",2016-12-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8214400.51,"12",2016,"201612",2016-12-01,"Caixa Econômica",2308296043.47,465111993.48,1639958117.28,2460849016.84
"125",2017-01-01,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",127255340.28,"01",2017,"201701",2017-01-01,"Caixa Econômica",2316510443.98,473326393.99,1648172517.79,0
"126",2017-01-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2196332.99,"01",2017,"201701",2017-01-01,"Caixa Econômica",13120058.28,600581734.27,1775427858.07,127255340.28
"127",2017-01-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",10034387.05,"01",2017,"201701",2017-01-01,"Banco do Brasil",2443765784.26,634706539.61,1777624191.06,129451673.27
"128",2017-01-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8972901.55,"01",2017,"201701",2017-01-01,"Caixa Econômica",2453800171.31,602778067.26,1787658578.11,139486060.32
"129",2017-01-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4853248.42,"01",2017,"201701",2017-01-01,"BNDES",2462773072.86,357122744.84,1796631479.66,148458961.87
"130",2017-01-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",46055634.73,"01",2017,"201701",2017-01-01,"BNDES",2467626321.28,361975993.26,1801484728.08,153312210.29
"131",2017-01-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5638401.7,"01",2017,"201701",2017-01-01,"BNDES",2513681956.01,408031627.99,1847540362.81,199367845.02
"132",2017-01-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",31806786.22,"01",2017,"201701",2017-01-01,"BNDES",2519320357.71,413670029.69,1853178764.51,205006246.72
"133",2017-01-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",844794.74,"01",2017,"201701",2017-01-01,"Caixa Econômica",2551127143.93,611750968.81,1884985550.73,236813032.94
"134",2017-01-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2547789.75,"01",2017,"201701",2017-01-01,"Caixa Econômica",2551971938.67,612595763.55,1885830345.47,237657827.68
"135",2017-01-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8259647.64,"01",2017,"201701",2017-01-01,"Caixa Econômica",2554519728.42,615143553.3,1888378135.22,240205617.43
"136",2017-01-28,"Externa","BID","BID1037/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",19400605.1,"01",2017,"201701",2017-01-01,"BID",2562779376.06,95328688.1,820890899.56,248465265.07
"137",2017-02-01,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",57126522.54,"02",2017,"201702",2017-02-01,"Caixa Econômica",2582179981.16,623403200.94,1896637782.86,267865870.17
"138",2017-02-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2199780.45,"02",2017,"201702",2017-02-01,"Caixa Econômica",15316391.27,680529723.48,1953764305.4,324992392.71
"139",2017-02-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3187474.75,"02",2017,"201702",2017-02-01,"BNDES",2639306503.7,445476815.91,1955964085.85,327192173.16
"140",2017-02-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",26627715.33,"02",2017,"201702",2017-02-01,"BNDES",2642493978.45,448664290.66,1959151560.6,330379647.91
"141",2017-02-15,"Externa","Banco Mundial","BIRD8191-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8781987.29,"02",2017,"201702",2017-02-01,"Banco Mundial",2669121693.78,154983652.63,840291504.66,357007363.24
"142",2017-02-15,"Externa","Banco Mundial","BIRD8200-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",424456.92,"02",2017,"201702",2017-02-01,"Banco Mundial",2677903681.07,163765639.92,849073491.95,365789350.53
"143",2017-02-15,"Externa","Banco Mundial","BIRD8307-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",14636645.46,"02",2017,"201702",2017-02-01,"Banco Mundial",2678328137.99,164190096.84,849497948.87,366213807.45
"144",2017-02-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",30463088.01,"02",2017,"201702",2017-02-01,"BNDES",2692964783.45,475292005.99,1985779275.93,380850452.91
"145",2017-02-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5468830.4,"02",2017,"201702",2017-02-01,"BNDES",2723427871.46,505755094,2016242363.94,411313540.92
"146",2017-02-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9693413.36,"02",2017,"201702",2017-02-01,"Banco do Brasil",2728896701.86,644740926.66,2021711194.34,416782371.32
"147",2017-02-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8824938.62,"02",2017,"201702",2017-02-01,"Caixa Econômica",2738590115.22,682729503.93,2031404607.7,426475784.68
"148",2017-02-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",845391.73,"02",2017,"201702",2017-02-01,"Caixa Econômica",2747415053.84,691554442.55,2040229546.32,435300723.3
"149",2017-02-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2550475.18,"02",2017,"201702",2017-02-01,"Caixa Econômica",2748260445.57,692399834.28,2041074938.05,436146115.03
"150",2017-02-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8313320.21,"02",2017,"201702",2017-02-01,"Caixa Econômica",2750810920.75,694950309.46,2043625413.23,438696590.21
"151",2017-03-01,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",62491017.93,"03",2017,"201703",2017-03-01,"Caixa Econômica",2759124240.96,703263629.67,2051938733.44,447009910.42
"152",2017-03-09,"Externa","BID","BID916/SF-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5464414.52,"03",2017,"201703",2017-03-01,"BID",2821615258.89,114729293.2,864134594.33,509500928.35
"153",2017-03-09,"Externa","BID","BID782/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",39238959.26,"03",2017,"201703",2017-03-01,"BID",2827079673.41,120193707.72,869599008.85,514965342.87
"154",2017-03-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2194353.85,"03",2017,"201703",2017-03-01,"Caixa Econômica",17516171.72,765754647.6,2114429751.37,554204302.13
"155",2017-03-13,"Externa","Corporacão Andina de Fomento","CFA007948","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",18218529.73,"03",2017,"201703",2017-03-01,"CAF",2866318632.67,370605555.7,908837968.11,556398655.98
"156",2017-03-13,"Externa","Corporacão Andina de Fomento","CFA007949","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",38036922.88,"03",2017,"201703",2017-03-01,"CAF",2884537162.4,388824085.43,927056497.84,574617185.71
"157",2017-03-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3050892.87,"03",2017,"201703",2017-03-01,"BNDES",2922574085.28,511223924.4,2116624105.22,612654108.59
"158",2017-03-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",25487143.41,"03",2017,"201703",2017-03-01,"BNDES",2925624978.15,514274817.27,2119674998.09,615705001.46
"159",2017-03-15,"Interna","Caixa Econômica Federal","CAIXA - 20120812","Bancos Federais","Roraima","Estados","Honra de Aval",2707174.69,"03",2017,"201703",2017-03-01,"Caixa Econômica",27415092.61,767949001.45,2145162141.5,641192144.87
"160",2017-03-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5280548.76,"03",2017,"201703",2017-03-01,"BNDES",2951112121.56,539761960.68,2147869316.19,643899319.56
"161",2017-03-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",29015637.89,"03",2017,"201703",2017-03-01,"BNDES",2956392670.32,545042509.44,2153149864.95,649179868.32
"162",2017-03-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9345672.53,"03",2017,"201703",2017-03-01,"Banco do Brasil",2985408308.21,654434340.02,2182165502.84,678195506.21
"163",2017-03-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8678999.23,"03",2017,"201703",2017-03-01,"Caixa Econômica",2994753980.74,770656176.14,2191511175.37,687541178.74
"164",2017-03-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2552348.61,"03",2017,"201703",2017-03-01,"Caixa Econômica",3003432979.97,779335175.37,2200190174.6,696220177.97
"165",2017-03-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",845717.4,"03",2017,"201703",2017-03-01,"Caixa Econômica",3005985328.58,781887523.98,2202742523.21,698772526.58
"166",2017-03-20,"Externa","Japan International Cooperation Agency","JICA BZ-P9","Agências Governamentais","Rio de Janeiro (Estado)","Estados","Honra de Aval",162391.68,"03",2017,"201703",2017-03-01,"JICA",3006831045.98,30170827.5,965093420.72,699618243.98
"167",2017-03-20,"Externa","Japan International Cooperation Agency","JICA BZ-P9","Agências Governamentais","Rio de Janeiro (Estado)","Estados","Honra de Aval",27167125.85,"03",2017,"201703",2017-03-01,"JICA",3006993437.66,30333219.18,965255812.4,699780635.66
"168",2017-03-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8312499.71,"03",2017,"201703",2017-03-01,"Caixa Econômica",3034160563.51,782733241.38,2203588240.61,726947761.51
"169",2017-04-03,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",61700637.73,"04",2017,"201704",2017-04-01,"Caixa Econômica",3042473063.22,791045741.09,2211900740.32,735260261.22
"170",2017-04-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2192565.3,"04",2017,"201704",2017-04-01,"Caixa Econômica",19710525.57,852746378.82,2273601378.05,796960898.95
"171",2017-04-15,"Externa","BID","BID2307/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2711915,"04",2017,"201704",2017-04-01,"BID",3104173700.95,159432666.98,992422938.25,799153464.25
"172",2017-04-15,"Externa","Banco Mundial","BIRD7773-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2462490.13,"04",2017,"201704",2017-04-01,"Banco Mundial",3106885615.95,178826742.3,995134853.25,801865379.25
"173",2017-04-15,"Externa","Banco Mundial","BIRD7827-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",45048928.3,"04",2017,"201704",2017-04-01,"Banco Mundial",3109348106.08,181289232.43,997597343.38,804327869.38
"174",2017-04-15,"Externa","Banco Mundial","BIRD7508-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8791639.22,"04",2017,"201704",2017-04-01,"Banco Mundial",3154397034.38,226338160.73,1042646271.68,849376797.68
"175",2017-04-15,"Externa","Banco Mundial","BIRD7719-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4766555.58,"04",2017,"201704",2017-04-01,"Banco Mundial",3163188673.6,235129799.95,1051437910.9,858168436.9
"176",2017-04-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",10136048.5,"04",2017,"201704",2017-04-01,"Banco do Brasil",3167955229.18,663780012.55,2275793943.35,862934992.48
"177",2017-04-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8830875.09,"04",2017,"201704",2017-04-01,"Caixa Econômica",3178091277.68,854938944.12,2285929991.85,873071040.98
"178",2017-04-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3333428.88,"04",2017,"201704",2017-04-01,"BNDES",3186922152.77,574058147.33,2294760866.94,881901916.07
"179",2017-04-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",28060475.69,"04",2017,"201704",2017-04-01,"BNDES",3190255581.65,577391576.21,2298094295.82,885235344.95
